,gross,imdb,metascore,movie,votes,year
984,3271,6.8,38,Dou fo sin,11504,2007
985,55184721,5.8,54,Why Did I Get Married?,11359,2007
986,46474,6.6,56,December Boys,11160,2007
987,1060591,7.1,70,Caramel,11060,2007
988,478492,5.9,69,Joshua,10994,2007
989,371446,7.0,57,Towelhead,10933,2007
990,1647083,6.6,54,Battle for Terra,10656,2007
991,8104069,4.5,33,Code Name: The Cleaner,10594,2007
992,13349251,4.2,25,The Comebacks,10512,2007
993,1103075,5.9,39,Silk,10293,2007
994,23563,6.0,24,Sex and Death 101,10109,2007
995,900926,5.3,32,The Brothers Solomon,10051,2007
996,8074933,3.5,17,Delta Farce,9947,2007
997,434417,5.9,51,Savage Grace,9888,2007
998,40677,5.7,35,The Babysitters,9803,2007
999,55704,5.7,32,Chapter 27,9574,2007
1000,65388,6.1,52,Redacted,9498,2007
1001,3735303,6.0,56,Then She Found Me,9154,2007
1002,3561,5.8,48,Death Defying Acts,9110,2007
1003,4472823,7.4,69,Talk to Me,8927,2007
1004,45661,7.3,76,Shotgun Stories,8846,2007
1005,50080,6.8,65,Grace Is Gone,8701,2007
1006,67152,6.5,61,Stuck,8660,2007
1007,1506998,6.3,65,Married Life,8575,2007
1008,5912,5.5,43,Anamorph,8528,2007
1009,6877133,4.0,24,Redline,8276,2007
1010,103970,7.2,70,Love Songs,8196,2007
1011,58669,5.1,52,Mother of Tears,8114,2007
1012,22165,5.8,49,The Good Night,7909,2007
1013,1431623,8.3,89,No End in Sight,7781,2007
1014,77310,6.7,65,Naissance des pieuvres,7746,2007
1015,172177,7.3,64,In Search of a Midnight Kiss,7627,2007
1016,49121934,6.2,63,This Christmas,7371,2007
1017,31576,6.2,54,The Tracey Fragments,7051,2007
1018,39203,7.6,71,Mutluluk,6999,2007
1019,7098,7.0,65,Battle for Haditha,6860,2007
1020,44064,7.2,55,Irina Palm,6793,2007
1021,165831,6.4,53,Mister Lonely,6701,2007
1022,885574,5.4,44,My Love,6670,2007
1023,31339647,5.5,49,Daddy's Little Girls,6475,2007
1024,4500147,4.6,18,Kickin' It Old Skool,6470,2007
1025,91169,6.8,50,Dedication,6452,2007
1026,4629,7.2,68,San taam,6163,2007
1027,86356,7.4,83,The Secret of the Grain,6147,2007
1028,12589108,7.4,59,Under the Same Moon,6057,2007
1029,1134049,8.1,84,In the Shadow of the Moon,5998,2007
1030,7036608,5.9,55,Pride,5848,2007
1031,955625,6.4,61,Broken English,5820,2007
1032,1540141,6.1,70,Year of the Dog,5749,2007
1033,711,6.1,27,How to Rob a Bank (and 10 Tips to Actually Get Away with It),5748,2007
1034,442638,7.3,57,The Hammer,5644,2007
1035,128092,6.3,31,Hounddog,5592,2007
1036,251004,7.1,71,Mio fratello è figlio unico,5592,2007
1037,634277,7.3,59,Molière,5529,2007
1038,703464,7.3,63,The 11th Hour,5337,2007
1039,153205,7.4,53,Music Within,5288,2007
1040,540183,6.4,28,Nobel Son,5262,2007
1041,398420,6.4,53,Brooklyn Rules,5260,2007
1042,13922019,5.5,43,Firehouse Dog,5170,2007
1043,8114669,6.0,57,The Grand,5157,2007
1044,52293,7.3,79,Silent Light,5131,2007
1045,77177,5.9,51,The Walker,4935,2007
1046,7070459,3.3,63,How She Move,4721,2007
1047,14547,6.6,50,The Education of Charlie Banks,4662,2007
1048,6273,5.1,47,Slipstream,4388,2007
1049,156629,7.7,84,My Winnipeg,4312,2007
1050,45056,7.2,69,Just Another Love Story,4304,2007
1051,309123,7.8,73,For the Bible Tells Me So,4215,2007
1052,83398,6.7,62,Kabluey,4155,2007
1053,2791,6.7,57,"Romulus, My Father",3896,2007
1054,123731,7.3,83,Chop Shop,3812,2007
1055,2955039,6.2,52,Gracie,3809,2007
1056,18718,6.8,44,Rails & Ties,3732,2007
1057,3964040,7.9,75,Young@Heart,3705,2007
1058,459364,6.7,86,Le voyage du ballon rouge,3611,2007
1059,872643,5.6,49,Ta Ra Rum Pum,3551,2007
1060,301902,6.8,78,O'Horten,3540,2007
1061,5867786,2.8,36,Feel the Noise,3505,2007
1062,3072,6.5,40,Spiral,3412,2007
1063,248182,7.7,79,Joe Strummer: The Future Is Unwritten,3401,2007
1064,409658,6.4,73,La fille coupée en deux,3249,2007
1065,778,6.0,35,Flakes,3236,2007
1066,160140,7.8,76,Nanking,3166,2007
1067,11431,5.6,33,Full of It,3140,2007
1068,785037,6.4,78,The Last Mistress,3122,2007
1069,49333,5.1,47,Boarding Gate,3092,2007
1070,30041,6.1,49,Dark Matter,3058,2007
1071,40257,6.4,62,Big Man Japan,3034,2007
1072,902115,7.0,78,Starting Out in the Evening,3008,2007
1073,231274,7.2,74,My Kid Could Paint That,2965,2007
1074,534858444,9.0,84,The Dark Knight,1968649,2008
1075,223808164,8.4,95,WALL·E,864084,2008
1076,318412101,7.9,79,Iron Man,811873,2008
1077,141319928,8.0,86,Slumdog Millionaire,722635,2008
1078,148095302,8.1,72,Gran Torino,647587,2008
1079,145000989,7.8,50,Taken,526456,2008
1080,127509326,7.8,70,The Curious Case of Benjamin Button,520814,2008
1081,227946274,6.4,49,Hancock,396221,2008
1082,191465414,5.2,56,Twilight,380374,2008
1083,17017811,7.6,94,The Hurt Locker,379069,2008
1084,134518390,6.8,61,The Incredible Hulk,378457,2008
1085,317101119,6.2,65,Indiana Jones and the Kingdom of the Crystal Skull,377284,2008
1086,168368427,6.6,58,Quantum of Solace,367035,2008
1087,215434591,7.6,73,Kung Fu Panda,361643,2008
1088,7757130,7.9,67,In Bruges,350169,2008
1089,110515313,7.0,71,Tropic Thunder,342269,2008
1090,80048433,7.0,64,Cloverfield,341112,2008
1091,134508551,6.7,64,Wanted,331491,2008
1092,97690976,6.8,46,Yes Man,301669,2008
1093,87341380,7.0,64,Pineapple Express,284327,2008
1094,60355347,7.0,63,Burn After Reading,277232,2008
1095,26236603,7.9,81,The Wrestler,272448,2008
1096,80172128,6.1,35,Jumper,265538,2008
1097,69951824,7.6,36,Seven Pounds,260541,2008
1098,63172463,7.2,67,Forgetting Sarah Marshall,241168,2008
1099,100468793,6.9,51,Step Brothers,237954,2008
1100,75754670,7.0,78,Hellboy II: The Golden Army,231878,2008
1101,23216709,7.1,70,Vicky Cristina Barcelona,221859,2008
1102,35739802,7.8,63,Changeling,217816,2008
1103,5694401,7.3,53,RocknRolla,214388,2008
1104,34194407,7.6,58,The Reader,211932,2008
1105,81159365,6.8,48,21,208577,2008
1106,67294270,6.9,61,Role Models,207626,2008
1107,83077833,7.1,56,Valkyrie,207291,2008
1108,42754105,7.0,46,Rambo,196388,2008
1109,39394666,7.1,57,Body of Lies,193996,2008
1110,2122065,7.9,82,Let the Right One In,190187,2008
1111,130319208,6.5,54,Get Smart,184746,2008
1112,36316032,6.4,43,Death Race,182982,2008
1113,64506874,5.0,34,The Happening,180420,2008
1114,144130063,6.4,51,Mamma Mia!,179019,2008
1115,180010950,6.7,61,Madagascar: Escape 2 Africa,172993,2008
1116,100018837,5.5,54,You Don't Mess with the Zohan,172599,2008
1117,22911480,7.3,69,Revolutionary Road,171577,2008
1118,141621490,6.5,62,The Chronicles of Narnia: Prince Caspian,171457,2008
1119,534858444,9.0,84,The Dark Knight,1968631,2008
1120,223808164,8.4,95,WALL·E,864084,2008
1121,318412101,7.9,79,Iron Man,811873,2008
1122,141319928,8.0,86,Slumdog Millionaire,722635,2008
1123,148095302,8.1,72,Gran Torino,647587,2008
1124,145000989,7.8,50,Taken,526456,2008
1125,127509326,7.8,70,The Curious Case of Benjamin Button,520814,2008
1126,227946274,6.4,49,Hancock,396221,2008
1127,191465414,5.2,56,Twilight,380374,2008
1128,17017811,7.6,94,The Hurt Locker,379069,2008
1129,134518390,6.8,61,The Incredible Hulk,378457,2008
1130,317101119,6.2,65,Indiana Jones and the Kingdom of the Crystal Skull,377284,2008
1131,168368427,6.6,58,Quantum of Solace,367035,2008
1132,215434591,7.6,73,Kung Fu Panda,361643,2008
1133,7757130,7.9,67,In Bruges,350169,2008
1134,110515313,7.0,71,Tropic Thunder,342269,2008
1135,80048433,7.0,64,Cloverfield,341112,2008
1136,134508551,6.7,64,Wanted,331491,2008
1137,97690976,6.8,46,Yes Man,301669,2008
1138,87341380,7.0,64,Pineapple Express,284327,2008
1139,60355347,7.0,63,Burn After Reading,277232,2008
1140,26236603,7.9,81,The Wrestler,272448,2008
1141,80172128,6.1,35,Jumper,265538,2008
1142,69951824,7.6,36,Seven Pounds,260541,2008
1143,63172463,7.2,67,Forgetting Sarah Marshall,241168,2008
1144,100468793,6.9,51,Step Brothers,237954,2008
1145,75754670,7.0,78,Hellboy II: The Golden Army,231878,2008
1146,23216709,7.1,70,Vicky Cristina Barcelona,221859,2008
1147,35739802,7.8,63,Changeling,217816,2008
1148,5694401,7.3,53,RocknRolla,214388,2008
1149,34194407,7.6,58,The Reader,211932,2008
1150,81159365,6.8,48,21,208577,2008
1151,67294270,6.9,61,Role Models,207626,2008
1152,83077833,7.1,56,Valkyrie,207291,2008
1153,42754105,7.0,46,Rambo,196388,2008
1154,39394666,7.1,57,Body of Lies,193996,2008
1155,2122065,7.9,82,Let the Right One In,190187,2008
1156,130319208,6.5,54,Get Smart,184746,2008
1157,36316032,6.4,43,Death Race,182982,2008
1158,64506874,5.0,34,The Happening,180420,2008
1159,144130063,6.4,51,Mamma Mia!,179019,2008
1160,180010950,6.7,61,Madagascar: Escape 2 Africa,172993,2008
1161,100018837,5.5,54,You Don't Mess with the Zohan,172599,2008
1162,22911480,7.3,69,Revolutionary Road,171577,2008
1163,141621490,6.5,62,The Chronicles of Narnia: Prince Caspian,171457,2008
1164,114053579,6.9,67,Bolt,167435,2008
1165,101111837,6.6,43,Eagle Eye,163470,2008
1166,30028592,7.3,69,The Bank Job,163017,2008
1167,31457946,6.6,56,Zack and Miri Make a Porno,161566,2008
1168,9030581,7.8,55,The Boy in the Striped Pajamas,160960,2008
1169,80277646,6.1,36,What Happens in Vegas,153933,2008
1170,79366978,5.5,40,The Day the Earth Stood Still,152032,2008
1171,31841299,7.6,84,Milk,151640,2008
1172,31715062,6.1,51,Transporter 3,142646,2008
1173,31973840,7.2,59,"Definitely, Maybe",141996,2008
1174,76808654,6.1,47,27 Dresses,139904,2008
1175,72266306,6.6,40,Vantage Point,136398,2008
1176,102491776,5.2,31,The Mummy: Tomb of the Dragon Emperor,135372,2008
1177,143153751,7.1,53,Marley & Me,131764,2008
1178,28644813,7.2,58,Defiance,127444,2008
1179,38087366,6.6,57,Harold & Kumar Escape from Guantanamo Bay,122528,2008
1180,154529439,6.8,71,Horton Hears a Who!,117924,2008
1181,94784201,5.1,34,"10,000 BC",117675,2008
1182,40689393,5.4,31,Max Payne,115550,2008
1183,49554002,6.6,53,Australia,111427,2008
1184,33422556,7.5,68,Doubt,110617,2008
1185,152647258,5.6,53,Sex and the City,107465,2008
1186,52597610,6.2,47,The Strangers,106712,2008
1187,104792,7.1,71,Bronson,105166,2008
1188,56746769,5.8,20,Saw V,102978,2008
1189,15090400,7.7,86,Ponyo,102256,2008
1190,26415649,6.8,55,Street Kings,100985,2008
1191,101704370,5.8,57,Journey to the Center of the Earth,100621,2008
1192,38233676,2.7,9,Meet the Spartans,95467,2008
1193,18593156,7.7,80,Frost/Nixon,95402,2008
1194,52075270,6.6,57,The Forbidden Kingdom,95044,2008
1195,30691439,6.2,35,Mirrors,94992,2008
1196,26814957,6.7,50,The Other Boleyn Girl,93587,2008
1197,24850922,6.6,39,Never Back Down,88639,2008
1198,22531698,5.6,26,Babylon A.D.,88046,2008
1199,11169531,6.4,52,Be Kind Rewind,84710,2008
1200,20981633,5.9,47,The X Files: I Want to Believe,84018,2008
1201,31487293,6.7,64,Nick and Norah's Infinite Playlist,82321,2008
1202,14190901,1.9,15,Disaster Movie,80732,2008
1203,110101975,6.1,33,Bedtime Stories,79886,2008
1204,40081410,6.0,36,Righteous Kill,79131,2008
1205,8402485,6.5,49,Sex Drive,78407,2008
1206,71195053,6.6,62,The Spiderwick Chronicles,78368,2008
1207,58017783,6.3,50,Step Up 2: The Streets,74436,2008
1208,33472850,5.8,47,Semi-Pro,72855,2008
1209,48237389,5.5,55,The House Bunny,71560,2008
1210,36756,7.5,58,Felon,71251,2008
1211,13823741,6.9,62,The Duchess,70088,2008
1212,3081925,7.5,67,"Synecdoche, New York",68500,2008
1213,160641,6.3,40,Outlander,67852,2008
1214,5824,6.8,65,Eden Lake,67481,2008
1215,10955425,6.0,51,Doomsday,67316,2008
1216,70231041,5.7,29,Fool's Gold,66636,2008
1217,12062558,6.9,61,Sunshine Cleaning,65563,2008
1218,2778752,6.4,35,How to Lose Friends & Alienate People,64727,2008
1219,13214030,6.7,72,Ghost Town,64713,2008
1220,3073392,6.6,45,Blindness,64550,2008
1221,17432844,5.9,44,The Ruins,64397,2008
1222,43945766,6.0,37,Speed Racer,63676,2008
1223,31691811,6.0,53,Quarantine,63551,2008
1224,46012734,5.9,37,Made of Honor,61156,2008
1225,154084,7.6,82,Hunger,59163,2008
1226,7873007,6.5,58,City of Ember,58390,2008
1227,26638520,4.5,33,Superhero Movie,58028,2008
1228,19781879,4.8,30,The Spirit,56777,2008
1229,15709385,6.7,45,Pride and Glory,56293,2008
1230,12995673,7.7,56,Religulous,55317,2008
1231,120146040,5.7,41,Four Christmases,55287,2008
1232,7948159,6.0,30,Punisher: War Zone,55241,2008
1233,20207003,6.8,64,Appaloosa,54474,2008
1234,32853640,5.7,41,Drillbit Taylor,54310,2008
1235,83361,6.1,58,The Midnight Meat Train,53746,2008
1236,23530831,7.0,60,Traitor,52340,2008
1237,15279680,5.4,24,Bangkok Dangerous,51917,2008
1238,2283276,8.0,91,Waltz with Bashir,51041,2008
1239,90559416,4.6,57,High School Musical 3: Senior Year,50789,2008
1240,35161554,5.9,35,Star Wars: The Clone Wars,48880,2008
1241,31418697,5.4,36,The Eye,47944,2008
1242,2957978,7.8,89,Man on Wire,47829,2008
1243,4417124,7.8,80,"Food, Inc.",46963,2008
1244,32235793,3.8,24,The Love Guru,46514,2008
1245,2203641,6.7,72,Transsiberian,46473,2008
1246,3519627,6.8,55,The Brothers Bloom,45484,2008
1247,39263506,6.1,47,Lakeview Terrace,44805,2008
1248,28687835,6.2,32,Untraceable,44382,2008
1249,12796277,6.7,82,Rachel Getting Married,44161,2008
1250,25534493,6.3,56,W.,43497,2008
1251,1542989,8.1,68,Departures,43389,2008
1252,1577639,7.0,87,Gomorrah,42360,2008
1253,1585859,6.3,49,"New York, I Love You",42266,2008
1254,627047,7.4,73,Red Cliff,40503,2008
1255,19219250,5.9,34,My Best Friend's Girl,40028,2008
1256,60269340,6.0,55,Baby Mama,37546,2008
1257,470691,7.2,64,JCVD,35627,2008
1258,4597760,6.1,31,Deception,35591,2008
1259,3494485,7.0,84,Happy-Go-Lucky,35207,2008
1260,11802056,5.0,43,Meet Dave,34948,2008
1261,27696,1.9,7,The Hottie & the Nottie,34762,2008
1262,6409528,6.2,53,The Rocker,34708,2008
1263,3045,7.2,64,Nothing But the Truth,33462,2008
1264,50877145,6.1,53,The Tale of Despereaux,33441,2008
1265,3148482,7.0,74,Two Lovers,32931,2008
1266,476270,7.4,76,The Baader Meinhof Complex,32800,2008
1267,3766595,7.5,92,The Class,31714,2008
1268,270659,5.9,40,Passengers,31166,2008
1269,43869350,3.9,17,Prom Night,30706,2008
1270,48006503,6.0,55,Nim's Island,30635,2008
1271,2926565,6.5,47,Choke,30080,2008
1272,25926543,5.2,37,Shutter,29960,2008
1273,237958,6.7,44,Chaos Theory,29852,2008
1274,128486,7.3,69,Joheunnom nabbeunnom isanghannom,29769,2008
1275,31199215,6.0,56,Leatherheads,29448,2008
1276,551660,7.6,71,Mesrine Part 1: Killer Instinct,29380,2008
1277,26876529,4.0,24,One Missed Call,28910,2008
1278,108662,6.0,55,Pathology,28857,2008
1279,2077116,7.0,61,The Wackness,28701,2008
1280,102055,6.2,47,On-Bak 2,27085,2008
1281,275125,7.5,72,Mesrine Part 2: Public Enemy #1,26015,2008
1282,3478,6.6,54,Pontypool,25844,2008
1283,3440718,7.6,69,Jodhaa Akbar,25396,2008
1284,44087387,6.2,63,The Sisterhood of the Traveling Pants 2,24660,2008
1285,12294036,7.1,63,Miss Pettigrew Lives for a Day,24460,2008
1286,2508841,7.2,82,Frozen River,23153,2008
1287,7563670,5.2,30,Over Her Dead Body,22680,2008
1288,37766350,7.3,57,The Secret Life of Bees,22033,2008
1289,140244,6.7,32,Repo! The Genetic Opera,21886,2008
1290,9496882,6.2,57,Smart People,21572,2008
1291,19528602,6.0,40,Igor,21029,2008
1292,3581642,6.8,66,Elegy,20805,2008
1293,580862,5.7,37,"War, Inc.",20698,2008
1294,41850659,6.0,39,Nights in Rodanthe,20537,2008
1295,6563357,5.3,12,Strange Wilderness,19807,2008
1296,94514402,3.8,41,Beverly Hills Chihuahua,19792,2008
1297,2344847,6.8,69,Redbelt,19560,2008
1298,14879423,6.7,57,Last Chance Harvey,19220,2008
1299,33456317,6.6,28,Fireproof,19070,2008
1300,3167876,7.6,79,Il y a longtemps que je t'aime,18810,2008
1301,10911750,6.5,61,Stop-Loss,18776,2008
1302,26902075,4.9,27,The Women,18713,2008
1303,20668843,5.8,41,Mad Money,18650,2008
1304,2656324,6.7,58,Easy Virtue,18500,2008
1305,9589875,7.3,58,The Express,18231,2008
1306,8195551,7.0,65,Cadillac Records,17640,2008
1307,406252,5.7,51,The Promotion,17304,2008
1308,200399,6.8,45,The Burning Plain,17155,2008
1309,7916887,6.0,37,Miracle at St. Anna,16786,2008
1310,41343,7.4,73,Three Monkeys,16533,2008
1311,655647,8.0,50,The Stoning of Soraya M.,16476,2008
1312,16284360,6.1,47,Swing Vote,16380,2008
1313,4881867,6.4,54,Hamlet 2,15993,2008
1314,145109,7.3,74,Flame & Citron,15991,2008
1315,933224,5.9,50,Management,15976,2008
1316,27349,6.4,31,Surveillance,15903,2008
1317,13023,6.8,56,The Escapist,15608,2008
1318,4234040,7.0,57,Flash of Genius,15526,2008
1319,300000,5.0,20,The Informers,15109,2008
1320,28635,6.3,39,The Edge of Love,15061,2008
1321,194287,5.1,25,Hell Ride,14822,2008
1322,666659,7.9,82,Anvil: The Story of Anvil,14567,2008
1323,45588608,4.3,36,College Road Trip,14308,2008
1324,856942,7.1,80,Wendy and Lucy,14222,2008
1325,239294,7.3,81,Il divo - La spettacolare vita di Giulio Andreotti,13789,2008
1326,4040588,6.8,56,Bottle Shock,13506,2008
1327,429307,7.0,64,Lymelife,13234,2008
1328,710993,7.4,67,North Face,13136,2008
1329,206678,6.5,46,Cheung gong 7 hou,12924,2008
1330,748363,6.5,63,The Great Buck Howard,12724,2008
1331,183088,7.0,53,The Lucky Ones,12621,2008
1332,307811,7.6,80,Bigger Stronger Faster*,12616,2008
1333,7621,6.5,40,The Heir Apparent: Largo Winch,12348,2008
1334,42436517,5.4,46,"Welcome Home, Roscoe Jenkins",12220,2008
1335,1836515,6.5,44,Henry Poole Is Here,11706,2008
1336,3393161,6.5,34,Fireflies in the Garden,11681,2008
1337,4693919,4.6,15,College,11591,2008
1338,1607276,7.6,70,It Might Get Loud,11570,2008
1339,7690545,3.7,20,Expelled: No Intelligence Allowed,11561,2008
1340,887126,7.5,83,Tyson,11418,2008
1341,542860,7.0,66,Oorlogswinter,11279,2008
1342,6414563,6.7,64,Brideshead Revisited,11129,2008
1343,1005168,6.9,68,Paris,10904,2008
1344,5355376,7.2,76,Shine a Light,10351,2008
1345,1186957,6.8,73,Me and Orson Welles,10064,2008
1346,18378,5.2,43,Donkey Punch,10030,2008
1347,7066,6.1,62,I Sell the Dead,9960,2008
1348,4958,7.7,53,Gangster's Paradise: Jerusalema,9958,2008
1349,163512,8.0,89,Still Walking,9911,2008
1350,30105968,4.5,36,Space Chimps,9768,2008
1351,12081447,6.5,49,Soul Men,9643,2008
1352,630649,7.2,37,Forever Strong,9622,2008
1353,3176,7.1,61,Red,9502,2008
1354,102079,6.1,38,Gigantic,9000,2008
1355,7001720,4.3,20,An American Carol,8999,2008
1356,1027749,7.1,49,The Children of Huang Shi,8805,2008
1357,37931869,4.4,41,First Sunday,8583,2008
1358,13350177,3.9,28,The Haunting of Molly Hartley,8460,2008
1359,56299,6.9,65,"Patrik, Age 1.5",8405,2008
1360,65280346,2.4,59,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,8327,2008
1361,351059,7.1,63,Tokyo!,8271,2008
1362,87944,7.3,68,The Black Balloon,8103,2008
1363,480339,6.6,41,Little Ashes,8018,2008
1364,36497,4.7,16,"Surfer, Dude",7899,2008
1365,277315,7.6,80,Tokyo Sonata,7849,2008
1366,115927,7.9,74,Avaze gonjeshk-ha,7849,2008
1367,337696,7.2,80,Le silence de Lorna,7650,2008
1368,1826674,6.7,67,Rough and Corny,7498,2008
1369,2245000,5.5,26,The Objective,7444,2008
1370,317040,6.8,62,The Yellow Handkerchief,7390,2008
1371,15542,6.4,54,Good Dick,7261,2008
1372,73361,7.2,56,Phoebe in Wonderland,7103,2008
1373,1250234,7.7,73,Gonzo: The Life and Work of Dr. Hunter S. Thompson,7012,2008
1374,37019849,5.4,49,The Family That Preys,6304,2008
1375,23091,6.2,40,Good,6284,2008
1376,1641025,7.2,85,Summer Hours,6211,2008
1377,36230,5.8,45,Uncertainty,6168,2008
1378,41939392,4.2,45,Meet the Browns,6088,2008
1379,75727,5.9,59,Sleep Dealer,6067,2008
1380,1060602,7.1,84,A Christmas Tale,6037,2008
1381,566052,7.4,74,Etz Limon,5857,2008
1382,384955,6.5,45,Where in the World Is Osama Bin Laden?,5736,2008
1383,4131640,3.2,17,Witless Protection,5718,2008
1384,53971,6.9,77,Somers Town,5648,2008
1385,881839,7.4,84,Séraphine,5409,2008
1386,291812,7.1,74,Anonyma - Eine Frau in Berlin,5390,2008
1387,2110,7.1,62,Julia,5370,2008
1388,574940,4.7,24,House,5358,2008
1389,115504,6.2,40,The Other End of the Line,5345,2008
1390,871275,7.4,89,Goodbye Solo,5288,2008
1391,168972,6.2,40,Sleepwalking,5264,2008
1392,17655201,6.6,63,Kit Kittredge: An American Girl,5161,2008
1393,103797,7.7,62,Kirschblüten - Hanami,5112,2008
1394,47174,6.8,75,The Square,5044,2008
1395,66643,6.6,71,Disgrace,4923,2008
1396,70059,6.9,74,Frygtelig lykkelig,4831,2008
1397,606126,7.5,80,Everlasting Moments,4807,2008
1398,944527,7.7,59,More Than a Game,4765,2008
1399,59192,7.3,78,Roman Polanski: Wanted and Desired,4540,2008
1400,2024225,6.8,54,Is Anybody There?,4359,2008
1401,119601,7.1,54,Until the Light Takes Us,4351,2008
1402,1081922,7.2,82,Sugar,4335,2008
1403,57180,5.4,35,Deal,4204,2008
1404,940496,6.5,66,American Teen,3964,2008
1405,140016,6.0,62,Baghead,3931,2008
1406,14532946,4.5,36,Fly Me to the Moon 3D,3893,2008
1407,53760,5.7,57,Bart Got a Room,3886,2008
1408,11762,5.4,39,August,3874,2008
1409,2606,6.1,66,Afterschool,3846,2008
1410,99775,6.5,81,La mujer sin cabeza,3667,2008
1411,228830,7.5,70,Standard Operating Procedure,3615,2008
1412,19368,7.7,76,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",3577,2008
1413,10060,6.9,51,Caos calmo,3574,2008
1414,177511,7.1,92,35 Shots of Rum,3550,2008
1415,673721,7.0,75,Mid-August Lunch,3527,2008
1416,11508423,5.2,52,The Longshots,3433,2008
1417,7502429,6.1,50,Nothing Like the Holidays,3358,2008
1418,19853,5.6,31,Garden Party,3195,2008
1419,120540719,8.3,69,Inglourious Basterds,1065778,2009
1420,760507625,7.8,83,Avatar,1003007,2009
1421,293004164,8.3,88,Up,803925,2009
1422,277322503,7.7,73,The Hangover,648378,2009
1423,115646235,7.9,81,District 9,588454,2009
1424,257730019,8.0,82,Star Trek,547471,2009
1425,209028679,7.6,57,Sherlock Holmes,532850,2009
1426,75590286,7.7,73,Zombieland,440803,2009
1427,107509799,7.6,56,Watchmen,438596,2009
1428,32391374,7.7,76,(500) Days of Summer,427695,2009
1429,179883157,6.6,40,X-Men Origins: Wolverine,419618,2009
1430,301959197,7.6,78,Harry Potter and the Half-Blood Prince,391938,2009
1431,402111870,6.0,35,Transformers: Revenge of the Fallen,355531,2009
1432,166112167,5.8,49,2012,317775,2009
1433,125322469,6.6,49,Terminator Salvation,312538,2009
1434,5009677,7.9,67,Moon,301323,2009
1435,83823381,7.4,83,Up in the Air,294012,2009
1436,6532908,8.4,67,3 Idiots,281977,2009
1437,163958031,6.7,48,The Proposal,261420,2009
1438,255959475,7.7,53,The Blind Side,256845,2009
1439,97104620,7.0,70,Public Enemies,254439,2009
1440,133375846,6.7,48,Angels & Demons,244071,2009
1441,73343413,7.4,34,Law Abiding Citizen,243306,2009
1442,296623634,4.7,44,The Twilight Saga: New Moon,241186,2009
1443,155064265,6.6,46,Fast & Furious,234138,2009
1444,79957634,6.2,41,Knowing,204152,2009
1445,56692,7.3,64,The Road,200896,2009
1446,196573705,7.0,50,Ice Age: Dawn of the Dinosaurs,193546,2009
1447,10095170,7.8,76,The Girl with the Dragon Tattoo,191998,2009
1448,3600,7.9,63,Mr. Nobody,188373,2009
1449,152267519,5.8,32,G.I. Joe: The Rise of Cobra,188004,2009
1450,88915214,6.5,28,The Ugly Truth,183952,2009
1451,71440011,7.0,70,"I Love You, Man",181547,2009
1452,124870275,7.0,66,Cloudy with a Chance of Meatballs,177605,2009
1453,42100625,6.6,83,Drag Me to Hell,172699,2009
1454,75286229,7.7,80,Coraline,171918,2009
1455,41596251,7.0,42,Orphan,169127,2009
1456,21002919,7.8,83,Fantastic Mr. Fox,168842,2009
1457,65452312,6.4,55,The Taking of Pelham 123,167555,2009
1458,6390014,8.2,80,The Secret in Their Eyes,164881,2009
1459,64167069,6.4,48,17 Again,161932,2009
1460,38577772,6.3,45,Surrogates,160736,2009
1461,177243721,5.9,42,Night at the Museum: Battle of the Smithsonian,152798,2009
1462,93953653,6.4,47,He's Just Not That Into You,145745,2009
1463,120540719,8.3,69,Inglourious Basterds,1065778,2009
1464,760507625,7.8,83,Avatar,1003007,2009
1465,293004164,8.3,88,Up,803925,2009
1466,277322503,7.7,73,The Hangover,648378,2009
1467,115646235,7.9,81,District 9,588454,2009
1468,257730019,8.0,82,Star Trek,547471,2009
1469,209028679,7.6,57,Sherlock Holmes,532850,2009
1470,75590286,7.7,73,Zombieland,440803,2009
1471,107509799,7.6,56,Watchmen,438596,2009
1472,32391374,7.7,76,(500) Days of Summer,427695,2009
1473,179883157,6.6,40,X-Men Origins: Wolverine,419618,2009
1474,301959197,7.6,78,Harry Potter and the Half-Blood Prince,391938,2009
1475,402111870,6.0,35,Transformers: Revenge of the Fallen,355531,2009
1476,166112167,5.8,49,2012,317775,2009
1477,125322469,6.6,49,Terminator Salvation,312538,2009
1478,5009677,7.9,67,Moon,301323,2009
1479,83823381,7.4,83,Up in the Air,294012,2009
1480,6532908,8.4,67,3 Idiots,281977,2009
1481,163958031,6.7,48,The Proposal,261420,2009
1482,255959475,7.7,53,The Blind Side,256845,2009
1483,97104620,7.0,70,Public Enemies,254439,2009
1484,133375846,6.7,48,Angels & Demons,244071,2009
1485,73343413,7.4,34,Law Abiding Citizen,243306,2009
1486,296623634,4.7,44,The Twilight Saga: New Moon,241182,2009
1487,155064265,6.6,46,Fast & Furious,234138,2009
1488,79957634,6.2,41,Knowing,204152,2009
1489,56692,7.3,64,The Road,200896,2009
1490,196573705,7.0,50,Ice Age: Dawn of the Dinosaurs,193546,2009
1491,10095170,7.8,76,The Girl with the Dragon Tattoo,191998,2009
1492,3600,7.9,63,Mr. Nobody,188373,2009
1493,152267519,5.8,32,G.I. Joe: The Rise of Cobra,188004,2009
